CustomerID,Recency,Frequency,Monetary,Cluster
14270,331,1,492.65,0
14271,225,1,112.32,0
14272,73,2,437.96,1
14273,50,4,559.97,1
14276,98,3,1119.74,1
14280,196,1,134.04,0
14282,2,15,3729.34,3
14284,30,2,595.25,1
14285,20,4,1910.01,1
14286,23,3,4628.75,1
14287,7,3,176.63,1
14288,212,1,426.6,0
14289,8,6,911.26,1
14290,10,5,2314.65,1
14291,1,11,3883.25,3
14292,7,9,4871.93,1
14293,2,4,1046.56,1
14295,39,1,166.20000000000002,1
14297,17,4,1305.33,1
14298,7,44,51527.3,2
14299,7,9,3965.62,1
14300,18,1,43.2,1
14301,116,1,640.14,1
14304,222,1,383.45,0
14305,70,3,1858.96,1
14306,50,2,2093.32,1
14307,88,6,2995.7200000000003,1
14309,7,9,2352.53,1
14311,242,1,310.26,0
14312,46,6,1611.59,1
14314,106,1,120.0,1
14315,44,6,2481.13,1
14317,64,1,508.58,1
14320,206,2,477.79,0
14321,10,5,1530.75,1
14323,114,2,605.0600000000001,1
14326,241,1,183.85,0
14327,162,1,311.65000000000003,0
14329,16,7,5014.84,1
14331,123,2,462.66,1
14332,22,3,866.3100000000001,1
14333,67,1,415.2,1
14334,16,8,2552.21,1
14336,16,4,1614.91,1
14338,160,2,588.22,0
14339,242,1,309.52000000000004,0
14340,218,1,134.7,0
14341,44,8,2182.28,1
14342,20,4,668.5600000000001,1
14344,126,8,889.9300000000001,1
14345,38,1,108.98,1
14346,120,2,1021.58,1
14348,259,1,409.57,0
14349,9,1,133.5,1
14350,273,1,282.93,0
14351,164,1,51.0,0
14352,156,4,1078.96,0
14353,214,1,90.6,0
14354,5,2,163.62,1
14355,365,1,174.4,0
14356,79,2,701.23,1
14357,42,1,225.77,1
14359,18,3,912.18,1
14360,31,4,2128.23,1
14362,21,1,161.2,1
14364,108,8,3717.35,1
14367,7,16,9261.52,3
14368,319,1,155.0,0
14371,294,1,100.5,0
14373,357,1,76.55,0
14375,184,1,257.68,0
14377,190,2,617.05,0
14379,43,2,348.1,1
14381,51,1,202.68,1
14382,25,1,626.07,1
14383,37,3,1247.69,1
14385,8,3,202.11,1
14386,296,1,142.4,0
14387,32,3,1770.56,1
14388,9,8,3212.84,1
14389,64,2,1043.46,1
14390,9,9,4652.82,1
14393,217,1,67.95,0
14395,1,9,3507.71,1
14396,64,2,487.99,1
14397,2,19,2612.96,3
14400,148,1,574.7,0
14401,3,13,4051.48,3
14403,129,4,1475.81,1
14404,33,6,1474.32,1
14406,118,1,156.75,1
14407,106,6,2157.73,1
14408,10,7,2606.53,1
14409,70,6,2059.4500000000003,1
14410,91,9,1105.07,1
14411,310,1,1063.0,0
14412,42,2,770.03,1
14413,361,1,122.7,0
14414,91,7,1496.98,1
14415,0,13,5900.28,3
14416,21,2,490.22,1
14418,3,3,1937.25,1
14419,10,6,1058.06,1
14420,98,1,387.52,1
14421,56,2,813.11,1
14422,0,6,4263.64,1
14423,217,1,265.2,0
14424,17,1,322.08,1
14426,23,10,4481.67,1
14427,49,2,363.34,1
14428,6,5,1244.83,1
14431,302,1,470.36,0
14432,9,6,2255.51,1
14434,21,6,1372.8,1
14436,98,1,89.06,1
14437,365,1,63.0,0
14438,305,1,131.9,0
14440,7,5,2357.68,1
14441,0,4,1712.89,1
14443,53,4,1420.2,1
14446,0,4,1039.58,1
14447,18,5,1163.23,1
14448,8,2,375.35,1
14449,18,4,907.1,1
14450,180,3,483.25,0
14451,59,2,662.59,1
14452,10,2,264.44,1
14453,189,1,119.93,0
14456,4,9,3062.4,1
14457,310,1,113.64,0
14459,154,1,1837.92,0
14460,109,3,434.34,1
14461,147,3,2103.06,0
14462,65,11,2004.02,1
14463,97,3,529.62,1
14465,246,3,1058.62,0
14466,28,7,2272.4,1
14467,17,4,598.76,1
14470,11,2,461.19,1
14472,103,8,1936.84,1
14473,73,2,234.34,1
14474,45,1,547.66,1
14475,71,3,925.85,1
14476,256,1,215.7,0
14477,19,4,1309.6,1
14479,253,2,316.25,0
14480,10,1,279.05,1
14481,164,2,636.51,0
14482,17,6,2068.15,1
14483,281,1,137.1,0
14484,49,1,321.92,1
14485,38,1,165.75,1
14487,26,6,1196.33,1
14488,67,1,1064.28,1
14489,206,1,463.38,0
14491,174,2,340.93,0
14493,6,5,2383.24,1
14494,25,1,139.56,1
14495,50,2,123.8,1
14496,311,2,538.8100000000001,0
14497,308,1,475.37,0
14498,42,5,1957.32,1
14499,25,3,815.32,1
14500,87,3,356.85,1
14501,183,2,251.21,0
14502,19,11,2470.67,3
14503,2,6,3543.26,1
14504,46,4,673.26,1
14505,16,8,5905.64,1
14506,16,5,2012.17,1
14507,23,6,1383.18,1
14508,21,2,276.42,1
14511,10,5,1314.81,1
14512,187,2,275.28,0
14513,100,3,455.59,1
14514,60,3,1055.35,1
14515,17,6,2102.09,1
14517,32,2,330.45,1
14518,63,1,174.37,1
14520,1,2,270.6,1
14522,23,4,974.54,1
14523,107,1,241.09,1
14524,31,9,1867.68,1
14525,19,9,4332.2,1
14527,2,55,8508.82,3
14528,36,1,364.22,1
14529,59,3,620.04,1
14530,25,6,2925.91,1
14532,235,4,932.85,0
14533,24,7,1949.72,1
14534,2,18,4447.05,3
14535,59,3,2864.19,1
14536,259,1,171.8,0
14537,57,1,355.56,1
14538,64,2,388.25,1
14539,15,2,537.48,1
14540,9,3,996.26,1
14541,58,8,1461.65,1
14542,185,1,103.25,0
14543,28,16,3630.33,3
14544,23,2,2024.45,1
14546,4,5,2578.09,1
14547,3,8,4007.54,1
14548,150,2,652.8,0
14549,310,1,289.24,0
14550,10,2,765.62,1
14551,17,2,186.23,1
14552,151,1,165.07,0
14553,18,5,859.27,1
14554,9,4,2381.04,1
14555,56,2,324.14,1
14557,84,1,788.38,1
14560,6,22,2237.77,3
14561,75,3,1080.76,1
14562,3,18,5074.77,3
14565,95,4,3099.12,1
14567,56,2,1530.36,1
14569,0,1,227.39,1
14570,280,2,218.06,0
14572,2,7,2832.84,1
14573,179,9,1653.42,0
14576,371,1,35.400000000000006,0
14577,12,4,859.71,1
14578,2,1,168.63,1
14581,16,1,138.6,1
14582,40,1,114.11,1
14583,5,5,1052.55,1
14584,168,4,1042.26,0
14585,49,1,157.05,1
14586,276,1,237.36,0
14587,18,9,1601.14,1
14589,371,1,39.75,0
14591,14,4,1447.14,1
14592,34,3,570.46,1
14593,21,3,617.99,1
14594,6,2,379.83,1
14595,19,6,1740.6,1
14597,10,2,883.15,1
14598,43,1,221.97,1
14600,305,1,393.33,0
14601,10,1,213.96,1
14603,274,1,660.0,0
14606,0,93,12156.65,2
14607,15,14,16569.5,3
14608,3,4,1785.15,1
14609,71,4,601.56,1
14616,242,3,406.08,0
14618,8,3,553.44,1
14619,245,1,394.44,0
14620,205,2,412.78,0
14621,0,5,1788.36,1
14622,184,1,320.58000000000004,0
14623,31,5,889.25,1
14624,56,2,225.85,1
14625,195,2,899.63,0
14626,23,4,2791.27,1
14628,90,2,671.96,1
14629,3,2,959.01,1
14631,50,3,1006.98,1
14632,262,1,114.56,0
14633,265,1,344.90000000000003,0
14636,35,2,609.85,1
14638,50,1,443.6,1
14639,51,6,2984.49,1
14640,23,6,2125.08,1
14641,21,1,110.46,1
14642,58,1,96.12,1
14643,169,2,693.8100000000001,0
14644,67,2,830.76,1
14645,156,2,597.09,0
14647,200,1,243.22,0
14649,4,4,1417.29,1
14651,66,2,654.6,1
14652,76,1,114.18,1
14653,0,7,1947.55,1
14655,7,4,1932.23,1
14656,168,2,291.05,0
14657,17,4,848.22,1
14658,4,2,247.15,1
14659,8,9,2529.93,1
14660,86,2,285.74,1
14661,26,1,107.95,1
14662,28,4,771.17,1
14664,19,2,637.89,1
14665,60,5,1835.7,1
14666,23,1,195.25,1
14667,10,25,9241.2,3
14669,241,3,1269.99,0
14670,279,2,411.53,0
14672,234,2,765.5500000000001,0
14673,2,5,1736.4,1
14675,15,1,604.75,1
14676,30,6,2548.24,1
14680,24,16,28754.11,3
14681,70,3,498.95,1
14682,187,2,52.0,0
14684,25,5,1236.28,1
14687,106,1,628.38,1
14688,7,21,5630.87,3
14689,208,1,112.8,0
14690,43,2,371.7,1
14691,30,5,2114.33,1
14692,136,4,591.55,1
14693,263,1,172.9,0
14696,3,7,2078.95,1
14697,217,2,188.61,0
14698,1,5,1250.76,1
14699,213,1,109.13,0
14700,31,3,2235.3,1
14701,10,9,2549.37,1
14702,0,17,3292.14,3
14703,14,1,318.17,1
14704,10,9,1546.91,1
14705,198,1,179.0,0
14708,2,3,1126.37,1
14709,14,13,4921.04,3
14710,13,4,606.13,1
14711,9,11,2868.8,3
14712,28,3,917.07,1
14713,8,11,2666.36,3
14714,23,1,160.19,1
14715,24,4,867.38,1
14716,42,2,329.68,1
14719,1,5,1602.13,1
14720,5,3,663.81,1
14722,146,1,187.92,0
14723,9,6,1158.3,1
14725,24,1,718.08,1
14727,273,1,268.58,0
14729,373,1,313.49,0
14730,0,8,2005.06,1
14731,46,3,380.02,1
14732,7,8,2702.49,1
14733,15,12,9585.91,3
14735,3,32,6065.6900000000005,3
14737,3,3,1164.55,1
14738,42,7,1314.45,1
14739,3,7,3902.28,1
14740,196,3,1448.21,0
14741,11,6,1400.34,1
14744,15,7,1099.98,1
14745,112,5,1220.26,1
14747,248,1,328.2,0
14748,28,5,1415.75,1
14752,43,1,389.64,1
14753,86,1,563.15,1
14754,44,2,638.05,1
14755,9,11,5010.28,3
14756,14,1,738.96,1
14757,74,1,420.5,1
14758,144,4,1484.06,1
14759,4,3,1625.97,1
14760,296,1,89.2,0
14761,58,2,255.9,1
14762,263,1,300.52,0
14764,46,1,278.3,1
14765,28,3,254.11,1
14766,7,6,2473.37,1
14768,16,2,192.6,1
14769,2,8,10674.75,3
14770,231,2,876.4200000000001,0
14772,111,1,139.26,1
14775,57,3,1011.9,1
14776,50,11,2538.3,1
14778,126,2,730.86,1
14779,280,3,386.15,0
14780,54,2,447.68,1
14782,319,1,200.1,0
14784,25,2,289.99,1
14785,9,2,77.4,1
14788,6,2,679.44,1
14789,28,1,197.64,1
14790,16,4,745.06,1
14792,63,1,6.2,1
14793,20,1,228.99,1
14794,2,7,1319.91,1
14795,165,1,131.45000000000002,0
14796,0,17,8022.49,3
14798,52,3,173.74,1
14799,50,1,157.7,1
14800,47,12,4339.74,3
14801,60,1,193.14,1
14803,161,3,845.5500000000001,0
14804,8,1,353.27,1
14805,14,4,554.65,1
14806,74,1,193.39,1
14808,39,8,2741.17,1
14810,40,11,2087.88,1
14813,369,2,155.43,0
14815,36,2,778.5,1
14816,196,1,271.85,0
14817,199,2,1110.34,0
14818,73,3,657.8,1
14819,63,2,272.07,1
14820,20,4,507.29,1
14821,366,1,48.8,0
14823,179,3,321.43,0
14824,9,4,1127.71,1
14825,3,12,2226.9100000000003,3
14828,196,3,2139.76,0
14829,28,4,697.55,1
14830,52,1,197.13,1
14834,17,6,1720.3,1
14836,9,3,102.45,1
14837,89,4,1649.5,1
14840,267,1,62.85,0
14841,52,6,3295.76,1
14842,43,4,2824.69,1
14844,63,4,3189.81,1
14847,148,1,309.40000000000003,0
14849,21,25,7930.54,3
14850,311,1,325.75,0
14851,22,2,511.35,1
14852,57,6,2836.69,1
14853,23,2,475.8,1
14854,77,7,2759.83,1
14855,118,2,645.65,1
14856,35,3,1311.38,1
14857,59,2,1173.12,1
14859,12,4,1353.74,1
14860,18,1,170.32,1
14861,51,1,125.79,1
14862,25,2,841.2,1
14863,28,1,266.76,1
14865,6,2,52.2,1
14866,10,12,14389.9,3
14867,185,3,710.28,0
14868,2,8,2953.59,1
14869,8,2,725.7,1
14870,261,1,327.25,0
14871,2,4,522.38,1
14873,209,1,519.68,0
14875,107,2,1465.32,1
14878,12,9,1485.54,1
14880,76,3,706.19,1
14881,19,1,255.4,1
14882,26,2,589.7,1
14883,18,6,761.59,1
14885,131,1,765.3199999999999,1
14886,252,1,364.8,0
14887,78,1,1862.0,1
14888,206,1,369.2,0
14889,335,1,135.9,0
14890,253,1,125.65,0
14891,147,2,554.38,0
14893,9,2,1237.85,1
14894,84,1,655.75,1
14895,7,20,11138.71,3
14896,204,2,468.77,0
14897,7,4,1366.38,1
14898,22,6,1303.52,1
14901,10,9,1421.29,1
14902,25,1,332.66,1
14903,20,5,2810.63,1
14904,1,2,1025.44,1
14905,157,2,616.15,0
14907,2,7,3501.1,1
14908,73,1,277.8,1
14910,2,4,434.35,1
14913,35,4,1227.43,1
14915,90,2,307.48,1
14916,70,4,1268.98,1
14918,115,2,1610.15,1
14920,212,2,977.77,0
14921,29,2,1316.07,1
14923,50,1,749.1,1
14924,245,1,310.05,0
14929,31,1,223.88,1
14944,29,12,5900.25,3
14946,13,1,100.9,1
14947,71,2,290.82,1
14948,22,6,1101.97,1
14950,18,1,371.2,1
14951,78,1,311.69,1
14952,59,11,8099.49,3
14953,24,1,289.82,1
14954,11,1,336.17,1
14957,252,1,58.49,0
14958,146,3,499.68,0
14959,63,4,695.42,1
14960,7,2,221.27,1
14961,10,9,7044.68,3
14962,270,1,126.7,0
14963,9,5,1487.8,1
14964,246,1,206.21,0
14965,95,2,599.0,1
14966,14,1,191.32,1
14967,49,1,463.8,1
14968,29,1,147.59,1
14970,67,4,1592.06,1
14971,34,3,1116.57,1
14972,127,1,114.77,1
14973,106,3,1314.45,1
14974,36,1,114.39,1
14975,56,1,279.94,1
14976,56,7,790.86,1
14978,71,5,1931.42,1
14981,245,1,102.12,0
14984,18,2,213.27,1
14985,197,2,296.75,0
14987,15,2,326.4,1
14988,211,1,334.54,0
14995,38,2,233.23,1
14997,45,3,546.1999999999999,1
14998,169,2,429.87,0
15000,47,1,490.52,1
15002,115,4,1641.76,1
15004,146,1,1246.32,0
15005,15,28,6316.57,3
15006,50,1,502.09,1
15007,158,1,156.91,0
15009,11,3,1261.78,1
15010,35,1,308.94,1
15012,53,2,423.04,1
15014,42,2,260.17,1
15016,172,1,170.04,0
15017,33,1,125.58,1
15018,38,3,496.21,1
15019,266,1,266.0,0
15021,8,9,1914.82,1
15022,11,4,905.04,1
15023,2,11,6802.76,3
15024,9,10,1661.33,1
15025,32,1,377.01,1
15026,79,3,469.0,1
15027,30,4,1066.15,1
15028,7,4,627.13,1
15030,71,2,518.28,1
15031,3,4,668.14,1
15032,255,3,4959.1,0
15033,4,10,2586.67,1
15034,15,8,4308.61,1
15035,89,1,252.73,1
15036,71,3,465.55,1
15038,58,6,705.49,1
15039,9,47,19914.44,3
15041,169,1,180.35,0
15042,198,1,135.93,0
15043,30,1,537.0,1
15044,18,17,7700.23,3
15045,151,2,735.66,0
15046,8,15,5213.77,3
15047,269,1,343.62,0
15048,64,4,384.05,1
15049,273,1,121.17000000000002,0
15050,24,3,1782.09,1
15051,22,3,1391.61,1
15052,318,1,215.78,0
15053,4,3,697.79,1
15054,11,2,302.1,1
15057,274,2,1489.5,0
15058,24,11,2124.99,1
15059,40,9,1337.72,1
15060,7,4,303.09000000000003,1
15061,3,48,54534.14,2
15062,70,4,987.86,1
15063,212,1,370.8,0
15065,37,4,3158.13,1
15066,52,1,893.59,1
15067,77,3,1744.76,1
15068,45,2,553.36,1
15069,178,1,1109.53,0
15070,372,1,106.2,0
15071,93,2,982.07,1
15073,9,3,1043.41,1
15074,104,1,748.87,1
15075,77,1,773.03,1
15076,172,1,880.85,0
15078,6,32,9743.11,3
15079,212,4,895.61,0
15081,21,5,504.8,1
15083,256,1,88.2,0
15087,281,1,306.94,0
15088,20,2,1160.07,1
15089,9,6,2420.84,1
15090,307,1,381.32,0
15091,67,1,480.71,1
15092,214,2,457.81,0
15093,17,6,4597.02,1
15095,103,4,1370.6,1
15096,42,1,219.39,1
15097,3,1,248.08,1
15098,181,3,39916.5,3
15099,83,1,410.48,1
15100,333,3,876.0,0
15101,8,2,317.53000000000003,1
15103,30,2,703.36,1
15104,196,2,1027.44,0
15105,17,7,2298.93,1
15106,17,5,1422.52,1
15107,310,6,319.5,0
15109,245,1,484.95,0
15110,23,4,996.1,1
15111,28,3,1567.48,1
15113,9,3,3609.33,1
15114,29,10,2760.56,1
15115,17,1,340.11,1
15116,17,4,1352.75,1
15117,14,5,1551.78,1
15118,133,1,244.8,1
15119,245,1,266.4,0
15120,133,1,358.82,1
15121,49,2,457.72,1
15122,113,3,1633.78,1
15123,6,2,2199.31,1
15124,22,2,184.19,1
15125,24,15,11528.48,3
15127,65,1,406.53,1
15128,59,4,1471.0,1
15129,49,11,3447.4,3
15130,169,1,330.11,0
15132,17,5,977.93,1
15133,127,3,982.42,1
15134,14,8,1387.99,1
15135,238,1,139.05,0
15136,2,4,1286.7,1
15139,239,2,178.96,0
15140,51,7,2354.25,1
15142,45,1,498.74,1
15143,225,1,259.45,0
15144,7,17,6580.4400000000005,3
15145,3,4,1194.73,1
15146,164,2,1327.16,0
15147,239,1,623.5,0
15148,10,1,301.29,1
15149,133,1,520.8000000000001,1
15150,16,10,5314.47,3
15152,9,13,4745.69,3
15153,30,1,329.25,1
15154,74,1,296.42,1
15156,0,3,961.49,1
15157,3,3,1936.07,1
15158,44,1,401.4,1
15159,1,30,18641.01,3
15160,356,1,158.16,0
15163,17,2,304.47,1
15164,68,3,843.05,1
15165,372,1,487.75,0
15167,320,1,163.0,0
15168,25,1,106.56,1
15171,330,1,1289.5,0
15172,8,5,1624.05,1
15174,322,1,135.75,0
15175,71,1,224.14,1
15178,259,1,40.5,0
15179,17,5,2206.9500000000003,1
15180,366,1,87.5,0
15181,65,3,689.48,1
15182,153,2,622.85,0
15184,28,2,406.76,1
15185,69,1,310.62,1
15186,13,2,411.41,1
15187,1,16,4777.18,3
15189,0,41,16225.39,3
15192,119,3,1044.32,1
15193,60,1,499.32,1
15194,2,15,7616.53,3
15195,2,1,3861.0,1
15197,10,3,1079.61,1
15198,91,2,193.64,1
15199,58,4,1268.7,1
15201,86,5,1236.54,1
15203,25,6,1827.8,1
15204,356,1,316.58,0
15205,84,2,653.24,1
15206,9,4,420.3,1
15208,0,5,870.12,1
15210,224,1,331.18,0
15211,59,2,894.4100000000001,1
15212,240,1,101.8,0
15213,318,2,328.35,0
15214,1,8,1661.44,1
15215,46,3,734.94,1
15216,87,1,96.6,1
15218,10,11,5756.89,3
15219,175,1,305.75,0
15220,51,6,1778.96,1
15221,365,1,403.25,0
15222,318,1,585.0,0
15223,225,2,755.75,0
15224,357,2,322.08,0
15225,233,1,409.4,0
15226,310,1,154.41,0
15227,36,5,1219.4,1
15228,65,4,3386.71,1
15230,238,2,429.6,0
15232,112,2,612.06,1
15234,276,1,197.0,0
15235,217,12,2247.51,0
15236,298,1,321.05,0
15237,1,4,1412.32,1
15238,28,3,1071.99,1
15239,9,2,780.59,1
15240,44,5,1706.57,1
15241,66,8,1756.44,1
15243,73,1,316.68,1
15244,64,2,631.57,1
15245,133,3,2515.84,1
15246,237,2,514.15,0
15247,121,1,356.0,1
15249,31,13,6688.46,3
15251,8,11,10484.99,3
15252,35,2,740.78,1
15253,15,5,918.2,1
15254,126,1,300.36,1
15255,66,1,890.85,1
15256,148,1,98.45,0
15257,282,1,317.15,0
15258,168,2,623.16,0
15260,99,7,1810.77,1
15261,134,1,254.82,1
15262,323,1,178.95000000000002,0
15263,106,1,156.51,1
15264,63,1,393.74,1
15265,150,2,1506.12,0
15266,337,1,119.3,0
15267,21,5,1717.36,1
15269,23,1,408.8,1
15270,15,7,2379.49,1
15271,6,15,2507.07,3
15272,56,2,721.94,1
15274,3,2,716.57,1
15275,37,1,615.14,1
15276,65,1,135.31,1
15277,46,1,255.9,1
15279,354,1,290.51,0
15280,171,1,113.12,0
15281,58,9,2332.15,1
15286,49,1,240.55,1
15287,21,2,486.69,1
15288,42,5,2306.52,1
15289,28,3,939.78,1
15290,4,18,7943.22,3
15291,25,15,4668.3,3
15292,200,1,180.94,0
15296,50,6,3672.86,1
15297,9,3,641.94,1
15298,1,12,4799.9,3
15299,66,7,4507.01,1
15300,63,1,496.44,1
15301,50,12,5070.35,3
15303,289,1,574.02,0
15304,60,8,694.4,1
15306,63,3,1174.35,1
15307,95,1,205.3,1
15308,273,1,310.47,0
15311,0,91,60767.9,2
15312,74,4,924.85,1
15313,109,1,52.0,1
15314,198,1,327.97,0
15315,63,2,570.5,1
15316,326,1,165.0,0
15318,3,1,312.62,1
15319,283,1,204.5,0
15320,43,1,267.13,1
15321,70,3,2748.31,1
15322,85,1,679.68,1
15325,103,1,162.29,1
15326,333,1,311.71,0
15327,52,1,208.75,1
15329,38,3,1049.7,1
15330,31,2,714.9599999999999,1
15333,207,1,1028.56,0
15334,156,3,351.67,0
15335,52,1,173.97,1
15339,65,2,574.07,1
15341,80,1,2020.52,1
15342,129,1,406.09,1
15343,86,1,364.5,1
15344,0,3,563.94,1
15345,45,1,393.54,1
15346,332,1,252.42,0
15347,365,1,201.6,0
15348,71,1,158.04,1
15349,157,2,473.81,0
15350,372,1,115.65,0
15351,11,7,1960.11,1
15353,254,2,777.02,0
15355,28,2,277.05,1
15356,30,10,2766.5,1
15358,4,22,8347.2,3
15360,39,1,427.93,1
15361,361,1,418.92,0
15363,372,1,326.0,0
15364,95,2,913.19,1
15365,25,7,2314.32,1
15366,74,2,602.51,1
15367,56,4,1877.59,1
15368,20,1,446.94000000000005,1
15370,40,7,2386.05,1
15372,136,1,2007.4,1
15373,7,12,2415.91,3
15374,128,1,168.0,1
15376,39,3,1233.36,1
15379,168,7,3703.29,0
15380,8,5,1690.26,1
15381,213,2,596.85,0
15382,14,6,5955.71,1
15384,169,2,642.41,0
15385,39,1,316.88,1
15386,185,1,394.14,0
15389,171,1,500.0,0
15392,4,4,1535.53,1
15393,15,2,231.86,1
15394,9,4,2183.54,1
15395,325,1,107.45,0
15396,112,1,288.18,1
15397,289,1,94.0,0
15398,15,2,1345.53,1
15399,0,3,815.77,1
15400,91,5,716.2,1
15402,148,2,626.77,0
15405,188,1,349.1,0
15406,30,2,510.71,1
15407,33,4,1056.44,1
15408,263,1,267.18,0
15410,83,8,3450.84,1
15411,25,4,1358.88,1
15412,170,1,190.53,0
15414,9,3,774.9000000000001,1
15415,312,1,572.8100000000001,0
15416,64,4,3984.32,1
15417,84,1,508.8,1
15419,24,1,135.86,1
15421,58,4,950.36,1
15422,322,2,97.7,0
15423,37,1,43.5,1
15424,253,2,383.34,0
15426,18,5,1447.39,1
15427,32,3,1483.14,1
15428,14,1,93.78,1
15429,26,2,397.35,1
15432,22,1,171.19000000000003,1
15433,213,2,533.3,0
15434,7,5,1041.48,1
15435,21,1,149.29,1
15436,11,3,1122.53,1
15437,261,1,200.16,0
15438,130,1,156.57999999999998,1
15440,54,3,383.68,1
15442,248,1,594.0,0
15443,1,7,3236.91,1
15444,8,2,1418.26,1
15445,263,1,113.5,0
15447,330,1,155.17000000000002,0
15448,312,1,494.64,0
15449,25,3,974.52,1
15450,29,1,429.84,1
15452,29,3,538.73,1
15453,1,7,1388.37,1
15454,361,1,179.1,0
15456,282,3,447.22,0
15457,261,1,237.07,0
15458,24,1,161.64,1
15460,353,1,216.76,0
15462,93,3,234.6,1
15463,28,1,126.14,1
15464,337,1,1048.85,0
15465,19,18,7354.62,3
15466,84,1,334.53,1
15467,8,3,524.88,1
15468,50,2,467.51,1
15469,49,2,538.55,1
15471,1,1,469.48,1
15472,112,1,371.56,1
15473,13,7,1771.2,1
15475,76,1,454.11,1
15478,39,2,1441.42,1
15482,15,12,11054.96,3
15483,160,4,233.81,0
15484,0,4,3594.31,1
15485,29,3,2575.0,1
15488,92,1,91.32,1
15489,22,3,1134.28,1
15491,94,6,3100.09,1
15492,27,2,659.46,1
15493,32,5,2001.8,1
15494,20,2,1299.23,1
15497,17,2,1262.2,1
15498,2,27,13316.4,3
15500,7,4,1131.56,1
15502,15,12,10384.93,3
15503,362,1,147.09,0
15504,80,1,52.83,1
15505,52,5,3610.96,1
15506,22,3,979.26,1
15507,171,1,492.36,0
15508,188,6,1000.27,0
15510,330,1,250.0,0
15511,11,5,909.23,1
15512,155,2,121.0,0
15513,32,19,14758.22,3
15514,11,11,4139.46,3
15516,44,3,62.43,1
15517,232,1,267.03,0
15518,63,8,1942.45,1
15520,1,1,343.5,1
15521,39,8,3000.2,1
15522,32,2,398.84,1
15523,83,1,412.0100000000001,1
15524,24,1,440.0,1
15525,1,3,825.92,1
15526,32,2,148.44,1
15527,18,8,2429.78,1
15528,253,1,229.33,0
15529,22,11,3995.23,3
15530,21,4,1502.35,1
15531,7,2,2007.44,1
15532,24,4,1580.93,1
15533,18,3,807.57,1
15535,172,4,536.4,0
15537,162,1,110.92,0
15539,6,1,538.46,1
15540,10,1,213.3,1
15541,113,1,85.13000000000001,1
15543,287,1,127.86,0
15544,8,9,3546.71,1
15545,53,2,292.72,1
15547,6,14,4954.84,3
15549,76,3,1693.26,1
15550,3,4,575.63,1
15551,36,1,436.06,1
15552,216,1,90.12,0
15553,59,1,437.23,1
15554,277,1,217.2,0
15555,11,16,4805.17,3
15556,23,1,279.77,1
15557,28,1,473.65,1
15561,11,4,800.5899999999999,1
15562,351,1,134.55,0
15563,21,4,1400.44,1
15565,49,2,173.16000000000005,1
15567,18,1,186.01,1
15568,2,3,758.29,1
15569,103,5,1375.71,1
15570,6,12,4165.52,3
15571,11,4,650.4300000000001,1
15572,4,7,2552.86,1
15573,31,2,607.45,1
15574,177,4,702.25,0
15576,37,1,940.67,1
15577,150,3,258.88,0
15578,161,1,127.1,0
15579,68,2,348.6,1
15581,120,13,3679.97,3
15582,24,3,682.9100000000001,1
15584,23,4,725.11,1
15585,176,1,455.3,0
15587,49,4,913.68,1
15589,255,3,478.53,0
15592,46,1,388.58,1
15593,70,1,199.8,1
15594,15,5,1771.78,1
15596,100,5,1406.59,1
15597,34,1,324.57,1
15598,52,1,240.68,1
15599,26,2,761.74,1
15601,10,14,6776.56,3
15602,7,9,1297.87,1
15603,78,1,48.48,1
15604,51,1,216.39,1
15605,35,5,1198.23,1
15606,60,9,2920.16,1
15607,336,1,104.76,0
15608,27,4,1093.68,1
15609,183,1,298.48,0
15610,51,1,112.46,1
15611,9,13,1591.45,3
15612,35,2,195.15,1
15615,9,23,10399.74,3
15618,32,4,776.851,1
15619,10,1,336.4,1
15620,56,3,1553.18,1
15621,3,4,1293.03,1
15622,42,9,3709.56,1
15623,140,1,301.03000000000003,1
15624,116,4,588.13,1
15625,103,4,1534.26,1
15626,74,2,675.8,1
15628,4,9,2870.24,1
15630,44,2,1186.35,1
15632,15,8,3285.31,1
15634,16,1,243.55,1
15636,89,2,724.76,1
15637,52,1,223.36,1
15639,133,1,425.32,1
15640,3,15,12515.66,3
15641,104,4,1887.2,1
15643,191,3,664.0,0
15644,165,4,813.0,0
15645,18,1,612.01,1
15646,157,3,447.64,0
15648,203,2,657.35,0
15649,335,2,816.0,0
15651,36,3,646.3,1
15652,90,1,337.74,1
15653,92,2,877.44,1
15654,8,2,922.53,1
15655,242,1,560.6700000000001,0
15656,44,4,748.5,1
15657,22,1,30.0,1
15658,189,5,1024.1,0
15659,43,1,306.45,1
15660,24,9,1600.86,1
15661,316,2,309.8,0
15663,105,1,138.14,1
15664,50,1,386.43,1
15665,167,2,2242.01,0
15667,39,1,301.32000000000005,1
15668,217,1,76.32000000000001,0
15669,39,4,684.34,1
15670,296,1,173.05,0
15671,18,7,2657.13,1
15673,87,4,2881.02,1
15674,72,5,2446.6,1
15675,80,3,323.69,1
15676,18,3,3435.76,1
15677,48,1,657.23,1
15678,52,1,352.7,1
15679,23,4,781.28,1
15680,8,3,1333.68,1
15681,24,5,1426.16,1
15683,116,1,193.75,1
15687,8,9,2993.1,1
15689,119,2,254.1,1
15690,3,2,239.76,1
15691,251,1,136.8,0
15692,27,1,191.04,1
15694,0,14,6479.4,3
15695,266,2,409.98,0
