CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13720,116,4,799.9,1,Potential Loyalist
13721,35,1,524.14,1,Potential Loyalist
13722,131,3,2375.41,1,Potential Loyalist
13723,216,1,199.85,0,Churn Risk
13725,49,8,1980.56,1,Potential Loyalist
13726,38,2,1079.66,1,Potential Loyalist
13727,28,2,333.48,1,Potential Loyalist
13728,36,6,1016.14,1,Potential Loyalist
13730,135,2,752.6,1,Potential Loyalist
13731,218,2,610.59,0,Churn Risk
13732,27,1,491.86,1,Potential Loyalist
13735,24,4,2885.24,1,Potential Loyalist
13736,4,2,731.9,1,Potential Loyalist
13737,199,1,339.6,0,Churn Risk
13739,17,1,216.9,1,Potential Loyalist
13740,240,1,350.75,0,Churn Risk
13741,71,3,668.4300000000001,1,Potential Loyalist
13742,16,12,3131.02,3,Loyal
13743,2,7,1341.6,1,Potential Loyalist
13744,94,2,1156.36,1,Potential Loyalist
13745,161,1,300.04,0,Churn Risk
13747,373,1,79.6,0,Churn Risk
13748,95,5,948.25,1,Potential Loyalist
13750,53,5,1647.26,1,Potential Loyalist
13751,287,1,296.25,0,Churn Risk
13752,123,6,1186.28,1,Potential Loyalist
13753,287,1,741.26,0,Churn Risk
13754,151,2,282.6,0,Churn Risk
13755,3,9,2161.35,1,Potential Loyalist
13756,1,14,5189.52,3,Loyal
13758,11,7,3190.55,1,Potential Loyalist
13759,32,2,659.4100000000001,1,Potential Loyalist
13760,53,2,286.79,1,Potential Loyalist
13761,49,2,1070.65,1,Potential Loyalist
13762,218,1,306.72,0,Churn Risk
13763,62,1,1714.96,1,Potential Loyalist
13764,70,3,1521.76,1,Potential Loyalist
13767,1,37,17220.36,3,Loyal
13769,1,10,2796.51,1,Potential Loyalist
13771,63,4,2634.45,1,Potential Loyalist
13772,33,3,1132.13,1,Potential Loyalist
13774,81,1,345.0,1,Potential Loyalist
13777,0,33,25977.16,3,Loyal
13778,102,1,178.7,1,Potential Loyalist
13780,6,2,360.01,1,Potential Loyalist
13781,250,1,127.84,0,Churn Risk
13782,12,6,912.0,1,Potential Loyalist
13784,9,11,2462.79,3,Loyal
13786,366,1,230.4,0,Churn Risk
13787,75,2,309.04,1,Potential Loyalist
13790,3,1,348.79999999999995,1,Potential Loyalist
13791,127,2,1516.0,1,Potential Loyalist
13792,65,2,195.55,1,Potential Loyalist
13798,0,57,37153.85,2,Champion
13799,116,2,688.86,1,Potential Loyalist
13800,309,1,558.32,0,Churn Risk
13801,66,1,324.8,1,Potential Loyalist
13802,138,3,4599.42,1,Potential Loyalist
13803,254,1,277.07,0,Churn Risk
13804,30,7,2635.79,1,Potential Loyalist
13805,51,2,924.6,1,Potential Loyalist
13806,63,1,256.38,1,Potential Loyalist
13807,366,1,112.6,0,Churn Risk
13808,5,5,1747.66,1,Potential Loyalist
13819,301,3,1140.35,0,Churn Risk
13821,144,2,385.64,0,Churn Risk
13822,5,2,632.0,1,Potential Loyalist
13823,18,2,957.66,1,Potential Loyalist
13824,32,5,1698.94,1,Potential Loyalist
13826,175,1,189.5,0,Churn Risk
13827,57,3,412.05,1,Potential Loyalist
13828,21,1,209.49,1,Potential Loyalist
13831,15,6,2202.99,1,Potential Loyalist
13832,18,1,52.2,1,Potential Loyalist
13833,158,1,384.8,0,Churn Risk
13835,24,4,834.57,1,Potential Loyalist
13837,211,2,271.24,0,Churn Risk
13838,5,4,691.73,1,Potential Loyalist
13841,252,1,85.0,0,Churn Risk
13842,58,9,3385.62,1,Potential Loyalist
13844,10,1,361.62,1,Potential Loyalist
13845,64,1,312.98,1,Potential Loyalist
13846,24,3,865.0600000000001,1,Potential Loyalist
13848,91,3,1255.0,1,Potential Loyalist
13849,51,2,1537.95,1,Potential Loyalist
13850,128,1,1595.48,1,Potential Loyalist
13851,95,3,2651.46,1,Potential Loyalist
13853,56,1,1090.14,1,Potential Loyalist
13854,8,25,8109.519999999999,3,Loyal
13856,168,3,388.5,0,Churn Risk
13858,56,1,216.17,1,Potential Loyalist
13859,325,1,201.16,0,Churn Risk
13860,0,5,1245.9,1,Potential Loyalist
13862,17,8,2209.36,1,Potential Loyalist
13863,247,1,305.78,0,Churn Risk
13865,57,4,501.56,1,Potential Loyalist
13866,73,1,145.67,1,Potential Loyalist
13867,30,3,1015.29,1,Potential Loyalist
13868,6,2,3192.54,1,Potential Loyalist
13869,122,4,3104.9500000000003,1,Potential Loyalist
13870,1,8,2770.94,1,Potential Loyalist
13871,22,13,6403.25,3,Loyal
13873,119,3,389.6,1,Potential Loyalist
13874,357,1,540.45,0,Churn Risk
13875,53,5,1786.79,1,Potential Loyalist
13876,63,1,122.7,1,Potential Loyalist
13877,85,1,117.24,1,Potential Loyalist
13878,54,1,1281.53,1,Potential Loyalist
13880,20,13,3219.77,3,Loyal
13881,2,20,17159.52,3,Loyal
13882,2,5,1191.13,1,Potential Loyalist
13883,10,5,2674.48,1,Potential Loyalist
13884,6,5,787.6,1,Potential Loyalist
13885,188,2,506.8,0,Churn Risk
13886,70,1,243.56,1,Potential Loyalist
13887,203,1,349.55,0,Churn Risk
13888,119,2,605.63,1,Potential Loyalist
13889,92,1,416.9,1,Potential Loyalist
13890,0,10,1883.81,1,Potential Loyalist
13892,26,4,632.97,1,Potential Loyalist
13893,297,1,821.1,0,Churn Risk
13894,23,3,564.62,1,Potential Loyalist
13895,27,4,2593.07,1,Potential Loyalist
13897,49,1,311.16,1,Potential Loyalist
13898,325,1,155.93,0,Churn Risk
13899,15,2,388.52,1,Potential Loyalist
13900,182,3,740.95,0,Churn Risk
13901,71,5,2867.2000000000003,1,Potential Loyalist
13904,36,2,332.64,1,Potential Loyalist
13908,79,4,2369.55,1,Potential Loyalist
13911,56,9,2580.91,1,Potential Loyalist
13914,11,2,626.45,1,Potential Loyalist
13917,49,2,272.04,1,Potential Loyalist
13918,49,2,1212.84,1,Potential Loyalist
13922,351,1,172.25,0,Churn Risk
13923,53,1,351.13,1,Potential Loyalist
13924,1,6,1838.85,1,Potential Loyalist
13925,92,4,678.25,1,Potential Loyalist
13926,22,1,223.85,1,Potential Loyalist
13927,74,1,348.99,1,Potential Loyalist
13928,10,4,464.57,1,Potential Loyalist
13929,168,2,842.65,0,Churn Risk
13930,57,2,337.34,1,Potential Loyalist
13931,95,2,1237.53,1,Potential Loyalist
13932,294,1,307.4,0,Churn Risk
13933,108,2,608.79,1,Potential Loyalist
13934,263,1,922.1,0,Churn Risk
13936,179,1,376.58,0,Churn Risk
13937,168,1,158.85,0,Churn Risk
13938,34,1,71.66,1,Potential Loyalist
13939,22,3,568.55,1,Potential Loyalist
13940,16,4,839.14,1,Potential Loyalist
13941,21,5,5112.96,1,Potential Loyalist
13946,78,3,561.57,1,Potential Loyalist
13947,64,1,90.6,1,Potential Loyalist
13948,360,1,102.0,0,Churn Risk
13949,2,6,2427.32,1,Potential Loyalist
13950,10,4,745.0600000000001,1,Potential Loyalist
13951,175,3,674.45,0,Churn Risk
13952,217,2,3251.071,0,Churn Risk
13953,6,7,3515.68,1,Potential Loyalist
13954,0,2,439.92,1,Potential Loyalist
13955,153,2,322.96,0,Churn Risk
13956,4,5,1026.42,1,Potential Loyalist
13959,78,3,598.2,1,Potential Loyalist
13960,20,2,230.22,1,Potential Loyalist
13962,21,2,169.54999999999998,1,Potential Loyalist
13963,307,4,664.54,0,Churn Risk
13967,145,1,80.7,0,Churn Risk
13969,6,18,9053.94,3,Loyal
13971,18,8,2758.26,1,Potential Loyalist
13972,70,2,190.25,1,Potential Loyalist
13973,286,1,264.7,0,Churn Risk
13974,48,1,413.59,1,Potential Loyalist
13975,30,6,2526.28,1,Potential Loyalist
13976,206,1,357.98,0,Churn Risk
13978,14,2,196.79,1,Potential Loyalist
13979,72,1,869.87,1,Potential Loyalist
13980,59,1,200.14,1,Potential Loyalist
13982,38,4,1871.81,1,Potential Loyalist
13983,29,12,2603.43,3,Loyal
13984,26,5,920.51,1,Potential Loyalist
13985,3,15,7060.13,3,Loyal
13986,16,1,320.46,1,Potential Loyalist
13988,19,6,4147.96,1,Potential Loyalist
13989,65,2,1266.08,1,Potential Loyalist
13990,212,1,311.3,0,Churn Risk
13991,11,6,855.97,1,Potential Loyalist
13992,29,1,76.8,1,Potential Loyalist
13993,42,9,3466.36,1,Potential Loyalist
13994,3,6,2313.14,1,Potential Loyalist
13995,14,5,1393.69,1,Potential Loyalist
13999,9,12,3901.81,3,Loyal
14000,210,1,635.66,0,Churn Risk
14001,45,3,2043.08,1,Potential Loyalist
14002,133,2,529.73,1,Potential Loyalist
14004,42,7,4582.64,1,Potential Loyalist
14005,9,5,2874.72,1,Potential Loyalist
14006,115,3,962.19,1,Potential Loyalist
14009,197,2,695.61,0,Churn Risk
14012,277,1,328.8,0,Churn Risk
14013,109,3,473.02,1,Potential Loyalist
14014,76,1,505.18,1,Potential Loyalist
14015,52,1,917.34,1,Potential Loyalist
14019,46,3,1421.61,1,Potential Loyalist
14020,16,2,642.8,1,Potential Loyalist
14021,154,3,631.9,0,Churn Risk
14022,224,1,440.0,0,Churn Risk
14023,6,2,584.07,1,Potential Loyalist
14024,121,2,327.7,1,Potential Loyalist
14027,60,1,104.82,1,Potential Loyalist
14029,62,2,467.66,1,Potential Loyalist
14030,17,8,2360.09,1,Potential Loyalist
14031,6,19,17286.86,3,Loyal
14032,1,11,2975.59,3,Loyal
14034,21,3,651.8199999999999,1,Potential Loyalist
14035,28,5,1428.02,1,Potential Loyalist
14036,284,1,626.65,0,Churn Risk
14037,175,2,147.20000000000002,0,Churn Risk
14038,77,3,1560.38,1,Potential Loyalist
14039,32,1,152.2,1,Potential Loyalist
14040,40,12,3614.92,3,Loyal
14041,265,1,141.41,0,Churn Risk
14044,26,4,652.82,1,Potential Loyalist
14045,108,4,1659.75,1,Potential Loyalist
14046,283,1,154.99,0,Churn Risk
14047,8,5,1308.61,1,Potential Loyalist
14048,304,1,409.93,0,Churn Risk
14049,16,4,5681.72,1,Potential Loyalist
14050,31,2,746.36,1,Potential Loyalist
14051,0,23,15610.39,3,Loyal
14052,19,1,225.36,1,Potential Loyalist
14053,123,2,260.25,1,Potential Loyalist
14054,64,1,92.46,1,Potential Loyalist
14055,105,1,725.6400000000001,1,Potential Loyalist
14056,0,23,8214.65,3,Loyal
14057,23,17,6217.96,3,Loyal
14059,266,1,183.6,0,Churn Risk
14060,4,19,6140.42,3,Loyal
14062,9,12,10464.85,3,Loyal
14064,28,5,1353.74,1,Potential Loyalist
14066,266,1,152.55,0,Churn Risk
14067,63,2,374.7,1,Potential Loyalist
14068,319,1,265.85,0,Churn Risk
14071,3,8,1438.82,1,Potential Loyalist
14073,31,1,151.04,1,Potential Loyalist
14075,4,3,942.26,1,Potential Loyalist
14076,128,1,122.47,1,Potential Loyalist
14077,40,5,499.42,1,Potential Loyalist
14078,101,6,1049.37,1,Potential Loyalist
14079,124,1,375.1,1,Potential Loyalist
14080,32,1,45.6,1,Potential Loyalist
14081,301,2,934.52,0,Churn Risk
14082,364,1,182.25,0,Churn Risk
14083,3,9,1018.43,1,Potential Loyalist
14085,1,18,4448.54,3,Loyal
14087,2,1,194.42,1,Potential Loyalist
14088,9,13,50491.81,3,Loyal
14089,56,1,161.0,1,Potential Loyalist
14090,324,1,76.32000000000001,0,Churn Risk
14092,7,14,4076.91,3,Loyal
14093,11,1,442.85,1,Potential Loyalist
14096,3,17,65164.79,2,Champion
14098,36,1,147.35,1,Potential Loyalist
14099,15,11,3104.17,3,Loyal
14100,137,1,194.9,1,Potential Loyalist
14101,73,6,5976.79,1,Potential Loyalist
14102,4,5,1360.28,1,Potential Loyalist
14104,153,2,216.21,0,Churn Risk
14105,238,1,1266.23,0,Churn Risk
14107,51,7,2703.23,1,Potential Loyalist
14108,30,2,597.91,1,Potential Loyalist
14109,72,1,144.2,1,Potential Loyalist
14110,3,12,5683.15,3,Loyal
14111,13,4,692.85,1,Potential Loyalist
14112,22,7,2915.15,1,Potential Loyalist
14113,3,4,1840.42,1,Potential Loyalist
14114,273,2,386.53,0,Churn Risk
14116,19,5,1382.74,1,Potential Loyalist
14117,143,1,90.0,0,Churn Risk
14121,3,4,2780.15,1,Potential Loyalist
14124,83,1,419.58,1,Potential Loyalist
14125,10,3,2740.43,1,Potential Loyalist
14126,7,3,706.1300000000001,1,Potential Loyalist
14127,122,3,709.71,1,Potential Loyalist
14128,60,2,637.5,1,Potential Loyalist
14129,1,5,1123.86,1,Potential Loyalist
14130,318,1,483.86,0,Churn Risk
14132,1,11,3586.03,3,Loyal
14133,129,3,605.64,1,Potential Loyalist
14135,1,15,4690.31,3,Loyal
14138,1,2,982.38,1,Potential Loyalist
14139,45,1,415.82,1,Potential Loyalist
14140,3,2,935.05,1,Potential Loyalist
14141,2,4,915.13,1,Potential Loyalist
14142,372,1,311.81,0,Churn Risk
14143,133,1,115.8,1,Potential Loyalist
14145,46,4,3742.2,1,Potential Loyalist
14146,8,5,4191.0,1,Potential Loyalist
14147,77,2,483.4,1,Potential Loyalist
14148,233,1,157.2,0,Churn Risk
14149,220,1,446.62,0,Churn Risk
14150,35,2,658.64,1,Potential Loyalist
14152,74,2,621.29,1,Potential Loyalist
14154,238,2,1345.62,0,Churn Risk
14155,265,1,118.75,0,Churn Risk
14157,19,2,432.88,1,Potential Loyalist
14158,39,1,507.66,1,Potential Loyalist
14159,19,11,4693.01,3,Loyal
14161,215,3,1110.52,0,Churn Risk
14162,173,2,289.36,0,Churn Risk
14163,86,4,2445.91,1,Potential Loyalist
14164,70,2,1631.77,1,Potential Loyalist
14165,275,1,122.54,0,Churn Risk
14167,38,4,574.84,1,Potential Loyalist
14171,97,1,363.79,1,Potential Loyalist
14173,10,4,450.84,1,Potential Loyalist
14174,32,1,134.46,1,Potential Loyalist
14175,59,3,3222.3,1,Potential Loyalist
14176,296,4,576.9000000000001,0,Churn Risk
14177,85,4,559.41,1,Potential Loyalist
14178,8,7,1620.93,1,Potential Loyalist
14179,40,2,719.78,1,Potential Loyalist
14180,10,25,4748.52,3,Loyal
14184,66,1,452.89,1,Potential Loyalist
14185,330,1,197.65,0,Churn Risk
14188,30,6,2054.36,1,Potential Loyalist
14189,1,15,4654.08,3,Loyal
14191,1,13,4684.76,3,Loyal
14193,67,2,853.39,1,Potential Loyalist
14194,4,21,11349.52,3,Loyal
14195,201,2,1012.0,0,Churn Risk
14196,106,1,335.52,1,Potential Loyalist
14198,17,4,701.4,1,Potential Loyalist
14199,217,1,185.4,0,Churn Risk
14201,59,7,747.44,1,Potential Loyalist
14204,1,1,161.03,1,Potential Loyalist
14205,16,2,466.7,1,Potential Loyalist
14206,238,1,328.16,0,Churn Risk
14208,94,1,151.74,1,Potential Loyalist
14209,10,6,2073.43,1,Potential Loyalist
14210,105,6,1905.84,1,Potential Loyalist
14211,52,9,2241.1,1,Potential Loyalist
14212,89,1,1070.48,1,Potential Loyalist
14214,30,5,1004.38,1,Potential Loyalist
14215,11,6,1789.72,1,Potential Loyalist
14216,2,4,1839.3,1,Potential Loyalist
14217,1,17,2004.98,3,Loyal
14218,42,1,169.48000000000002,1,Potential Loyalist
14219,3,1,89.94,1,Potential Loyalist
14220,246,2,632.4000000000001,0,Churn Risk
14221,41,9,3432.8,1,Potential Loyalist
14222,176,1,683.17,0,Churn Risk
14223,91,3,991.13,1,Potential Loyalist
14224,109,4,1050.12,1,Potential Loyalist
14226,28,5,2232.19,1,Potential Loyalist
14227,25,10,3350.96,1,Potential Loyalist
14229,51,3,1547.2,1,Potential Loyalist
14231,183,3,925.71,0,Churn Risk
14232,42,5,2048.07,1,Potential Loyalist
14233,48,4,1462.72,1,Potential Loyalist
14234,21,4,775.46,1,Potential Loyalist
14235,74,5,3144.86,1,Potential Loyalist
14236,80,2,490.86,1,Potential Loyalist
14237,372,1,161.0,0,Churn Risk
14238,325,1,146.85,0,Churn Risk
14239,42,11,2380.85,1,Potential Loyalist
14240,29,2,890.34,1,Potential Loyalist
14241,183,1,213.7,0,Churn Risk
14242,234,2,280.55,0,Churn Risk
14243,8,10,2588.77,1,Potential Loyalist
14245,219,2,1693.45,0,Churn Risk
14246,110,3,1474.06,1,Potential Loyalist
14247,277,1,136.77,0,Churn Risk
14248,317,1,302.58,0,Churn Risk
14250,6,3,1904.05,1,Potential Loyalist
14251,1,5,2879.7000000000003,1,Potential Loyalist
14256,259,2,969.06,0,Churn Risk
14257,63,5,3099.7200000000003,1,Potential Loyalist
14258,8,9,12669.98,3,Loyal
14259,141,1,120.0,1,Potential Loyalist
14261,50,2,1163.45,1,Potential Loyalist
14262,7,8,2618.23,1,Potential Loyalist
14264,154,2,333.97,0,Churn Risk
14267,162,3,1516.24,0,Churn Risk
14270,331,1,492.65,0,Churn Risk
14271,225,1,112.32,0,Churn Risk
14272,73,2,437.96,1,Potential Loyalist
14273,50,4,559.97,1,Potential Loyalist
14276,98,3,1119.74,1,Potential Loyalist
14280,196,1,134.04,0,Churn Risk
14282,2,15,3729.34,3,Loyal
14284,30,2,595.25,1,Potential Loyalist
14285,20,4,1910.01,1,Potential Loyalist
14286,23,3,4628.75,1,Potential Loyalist
14287,7,3,176.63,1,Potential Loyalist
14288,212,1,426.6,0,Churn Risk
14289,8,6,911.26,1,Potential Loyalist
14290,10,5,2314.65,1,Potential Loyalist
14291,1,11,3883.25,3,Loyal
14292,7,9,4871.93,1,Potential Loyalist
14293,2,4,1046.56,1,Potential Loyalist
14295,39,1,166.20000000000002,1,Potential Loyalist
14297,17,4,1305.33,1,Potential Loyalist
14298,7,44,51527.3,2,Champion
14299,7,9,3965.62,1,Potential Loyalist
14300,18,1,43.2,1,Potential Loyalist
14301,116,1,640.14,1,Potential Loyalist
14304,222,1,383.45,0,Churn Risk
14305,70,3,1858.96,1,Potential Loyalist
14306,50,2,2093.32,1,Potential Loyalist
14307,88,6,2995.7200000000003,1,Potential Loyalist
14309,7,9,2352.53,1,Potential Loyalist
14311,242,1,310.26,0,Churn Risk
14312,46,6,1611.59,1,Potential Loyalist
14314,106,1,120.0,1,Potential Loyalist
14315,44,6,2481.13,1,Potential Loyalist
14317,64,1,508.58,1,Potential Loyalist
14320,206,2,477.79,0,Churn Risk
14321,10,5,1530.75,1,Potential Loyalist
14323,114,2,605.0600000000001,1,Potential Loyalist
14326,241,1,183.85,0,Churn Risk
14327,162,1,311.65000000000003,0,Churn Risk
14329,16,7,5014.84,1,Potential Loyalist
14331,123,2,462.66,1,Potential Loyalist
14332,22,3,866.3100000000001,1,Potential Loyalist
14333,67,1,415.2,1,Potential Loyalist
14334,16,8,2552.21,1,Potential Loyalist
14336,16,4,1614.91,1,Potential Loyalist
14338,160,2,588.22,0,Churn Risk
14339,242,1,309.52000000000004,0,Churn Risk
14340,218,1,134.7,0,Churn Risk
14341,44,8,2182.28,1,Potential Loyalist
14342,20,4,668.5600000000001,1,Potential Loyalist
14344,126,8,889.9300000000001,1,Potential Loyalist
14345,38,1,108.98,1,Potential Loyalist
14346,120,2,1021.58,1,Potential Loyalist
14348,259,1,409.57,0,Churn Risk
14349,9,1,133.5,1,Potential Loyalist
14350,273,1,282.93,0,Churn Risk
14351,164,1,51.0,0,Churn Risk
14352,156,4,1078.96,0,Churn Risk
14353,214,1,90.6,0,Churn Risk
14354,5,2,163.62,1,Potential Loyalist
14355,365,1,174.4,0,Churn Risk
14356,79,2,701.23,1,Potential Loyalist
14357,42,1,225.77,1,Potential Loyalist
14359,18,3,912.18,1,Potential Loyalist
14360,31,4,2128.23,1,Potential Loyalist
14362,21,1,161.2,1,Potential Loyalist
14364,108,8,3717.35,1,Potential Loyalist
14367,7,16,9261.52,3,Loyal
14368,319,1,155.0,0,Churn Risk
14371,294,1,100.5,0,Churn Risk
14373,357,1,76.55,0,Churn Risk
14375,184,1,257.68,0,Churn Risk
14377,190,2,617.05,0,Churn Risk
14379,43,2,348.1,1,Potential Loyalist
14381,51,1,202.68,1,Potential Loyalist
14382,25,1,626.07,1,Potential Loyalist
14383,37,3,1247.69,1,Potential Loyalist
14385,8,3,202.11,1,Potential Loyalist
14386,296,1,142.4,0,Churn Risk
14387,32,3,1770.56,1,Potential Loyalist
14388,9,8,3212.84,1,Potential Loyalist
14389,64,2,1043.46,1,Potential Loyalist
14390,9,9,4652.82,1,Potential Loyalist
14393,217,1,67.95,0,Churn Risk
14395,1,9,3507.71,1,Potential Loyalist
14396,64,2,487.99,1,Potential Loyalist
14397,2,19,2612.96,3,Loyal
14400,148,1,574.7,0,Churn Risk
14401,3,13,4051.48,3,Loyal
14403,129,4,1475.81,1,Potential Loyalist
14404,33,6,1474.32,1,Potential Loyalist
14406,118,1,156.75,1,Potential Loyalist
14407,106,6,2157.73,1,Potential Loyalist
14408,10,7,2606.53,1,Potential Loyalist
14409,70,6,2059.4500000000003,1,Potential Loyalist
14410,91,9,1105.07,1,Potential Loyalist
14411,310,1,1063.0,0,Churn Risk
14412,42,2,770.03,1,Potential Loyalist
14413,361,1,122.7,0,Churn Risk
14414,91,7,1496.98,1,Potential Loyalist
14415,0,13,5900.28,3,Loyal
14416,21,2,490.22,1,Potential Loyalist
14418,3,3,1937.25,1,Potential Loyalist
14419,10,6,1058.06,1,Potential Loyalist
14420,98,1,387.52,1,Potential Loyalist
14421,56,2,813.11,1,Potential Loyalist
14422,0,6,4263.64,1,Potential Loyalist
14423,217,1,265.2,0,Churn Risk
14424,17,1,322.08,1,Potential Loyalist
14426,23,10,4481.67,1,Potential Loyalist
14427,49,2,363.34,1,Potential Loyalist
14428,6,5,1244.83,1,Potential Loyalist
14431,302,1,470.36,0,Churn Risk
14432,9,6,2255.51,1,Potential Loyalist
14434,21,6,1372.8,1,Potential Loyalist
14436,98,1,89.06,1,Potential Loyalist
14437,365,1,63.0,0,Churn Risk
14438,305,1,131.9,0,Churn Risk
14440,7,5,2357.68,1,Potential Loyalist
14441,0,4,1712.89,1,Potential Loyalist
14443,53,4,1420.2,1,Potential Loyalist
14446,0,4,1039.58,1,Potential Loyalist
14447,18,5,1163.23,1,Potential Loyalist
14448,8,2,375.35,1,Potential Loyalist
14449,18,4,907.1,1,Potential Loyalist
14450,180,3,483.25,0,Churn Risk
14451,59,2,662.59,1,Potential Loyalist
14452,10,2,264.44,1,Potential Loyalist
14453,189,1,119.93,0,Churn Risk
14456,4,9,3062.4,1,Potential Loyalist
14457,310,1,113.64,0,Churn Risk
14459,154,1,1837.92,0,Churn Risk
14460,109,3,434.34,1,Potential Loyalist
14461,147,3,2103.06,0,Churn Risk
14462,65,11,2004.02,1,Potential Loyalist
14463,97,3,529.62,1,Potential Loyalist
14465,246,3,1058.62,0,Churn Risk
14466,28,7,2272.4,1,Potential Loyalist
14467,17,4,598.76,1,Potential Loyalist
14470,11,2,461.19,1,Potential Loyalist
14472,103,8,1936.84,1,Potential Loyalist
14473,73,2,234.34,1,Potential Loyalist
14474,45,1,547.66,1,Potential Loyalist
14475,71,3,925.85,1,Potential Loyalist
14476,256,1,215.7,0,Churn Risk
14477,19,4,1309.6,1,Potential Loyalist
14479,253,2,316.25,0,Churn Risk
14480,10,1,279.05,1,Potential Loyalist
14481,164,2,636.51,0,Churn Risk
14482,17,6,2068.15,1,Potential Loyalist
14483,281,1,137.1,0,Churn Risk
14484,49,1,321.92,1,Potential Loyalist
14485,38,1,165.75,1,Potential Loyalist
14487,26,6,1196.33,1,Potential Loyalist
14488,67,1,1064.28,1,Potential Loyalist
14489,206,1,463.38,0,Churn Risk
14491,174,2,340.93,0,Churn Risk
14493,6,5,2383.24,1,Potential Loyalist
14494,25,1,139.56,1,Potential Loyalist
14495,50,2,123.8,1,Potential Loyalist
14496,311,2,538.8100000000001,0,Churn Risk
14497,308,1,475.37,0,Churn Risk
14498,42,5,1957.32,1,Potential Loyalist
14499,25,3,815.32,1,Potential Loyalist
14500,87,3,356.85,1,Potential Loyalist
14501,183,2,251.21,0,Churn Risk
14502,19,11,2470.67,3,Loyal
14503,2,6,3543.26,1,Potential Loyalist
14504,46,4,673.26,1,Potential Loyalist
14505,16,8,5905.64,1,Potential Loyalist
14506,16,5,2012.17,1,Potential Loyalist
14507,23,6,1383.18,1,Potential Loyalist
14508,21,2,276.42,1,Potential Loyalist
14511,10,5,1314.81,1,Potential Loyalist
14512,187,2,275.28,0,Churn Risk
14513,100,3,455.59,1,Potential Loyalist
14514,60,3,1055.35,1,Potential Loyalist
14515,17,6,2102.09,1,Potential Loyalist
14517,32,2,330.45,1,Potential Loyalist
14518,63,1,174.37,1,Potential Loyalist
14520,1,2,270.6,1,Potential Loyalist
14522,23,4,974.54,1,Potential Loyalist
14523,107,1,241.09,1,Potential Loyalist
14524,31,9,1867.68,1,Potential Loyalist
14525,19,9,4332.2,1,Potential Loyalist
14527,2,55,8508.82,3,Loyal
14528,36,1,364.22,1,Potential Loyalist
14529,59,3,620.04,1,Potential Loyalist
14530,25,6,2925.91,1,Potential Loyalist
14532,235,4,932.85,0,Churn Risk
14533,24,7,1949.72,1,Potential Loyalist
14534,2,18,4447.05,3,Loyal
14535,59,3,2864.19,1,Potential Loyalist
14536,259,1,171.8,0,Churn Risk
14537,57,1,355.56,1,Potential Loyalist
14538,64,2,388.25,1,Potential Loyalist
14539,15,2,537.48,1,Potential Loyalist
14540,9,3,996.26,1,Potential Loyalist
14541,58,8,1461.65,1,Potential Loyalist
14542,185,1,103.25,0,Churn Risk
14543,28,16,3630.33,3,Loyal
14544,23,2,2024.45,1,Potential Loyalist
14546,4,5,2578.09,1,Potential Loyalist
14547,3,8,4007.54,1,Potential Loyalist
14548,150,2,652.8,0,Churn Risk
14549,310,1,289.24,0,Churn Risk
14550,10,2,765.62,1,Potential Loyalist
14551,17,2,186.23,1,Potential Loyalist
14552,151,1,165.07,0,Churn Risk
14553,18,5,859.27,1,Potential Loyalist
14554,9,4,2381.04,1,Potential Loyalist
14555,56,2,324.14,1,Potential Loyalist
14557,84,1,788.38,1,Potential Loyalist
14560,6,22,2237.77,3,Loyal
14561,75,3,1080.76,1,Potential Loyalist
14562,3,18,5074.77,3,Loyal
14565,95,4,3099.12,1,Potential Loyalist
14567,56,2,1530.36,1,Potential Loyalist
14569,0,1,227.39,1,Potential Loyalist
14570,280,2,218.06,0,Churn Risk
14572,2,7,2832.84,1,Potential Loyalist
14573,179,9,1653.42,0,Churn Risk
14576,371,1,35.400000000000006,0,Churn Risk
14577,12,4,859.71,1,Potential Loyalist
14578,2,1,168.63,1,Potential Loyalist
14581,16,1,138.6,1,Potential Loyalist
14582,40,1,114.11,1,Potential Loyalist
14583,5,5,1052.55,1,Potential Loyalist
14584,168,4,1042.26,0,Churn Risk
14585,49,1,157.05,1,Potential Loyalist
14586,276,1,237.36,0,Churn Risk
14587,18,9,1601.14,1,Potential Loyalist
14589,371,1,39.75,0,Churn Risk
14591,14,4,1447.14,1,Potential Loyalist
14592,34,3,570.46,1,Potential Loyalist
14593,21,3,617.99,1,Potential Loyalist
14594,6,2,379.83,1,Potential Loyalist
14595,19,6,1740.6,1,Potential Loyalist
14597,10,2,883.15,1,Potential Loyalist
14598,43,1,221.97,1,Potential Loyalist
14600,305,1,393.33,0,Churn Risk
14601,10,1,213.96,1,Potential Loyalist
14603,274,1,660.0,0,Churn Risk
14606,0,93,12156.65,2,Champion
14607,15,14,16569.5,3,Loyal
14608,3,4,1785.15,1,Potential Loyalist
14609,71,4,601.56,1,Potential Loyalist
14616,242,3,406.08,0,Churn Risk
14618,8,3,553.44,1,Potential Loyalist
14619,245,1,394.44,0,Churn Risk
14620,205,2,412.78,0,Churn Risk
14621,0,5,1788.36,1,Potential Loyalist
14622,184,1,320.58000000000004,0,Churn Risk
14623,31,5,889.25,1,Potential Loyalist
14624,56,2,225.85,1,Potential Loyalist
14625,195,2,899.63,0,Churn Risk
14626,23,4,2791.27,1,Potential Loyalist
